Company,Region,City,Founded,Employees,Revenue_funding,Web,Genres,Sample_games,Internship,Remote,Ownership,Notes
FuturLab,Europe / Israel,Brighton (UK),2004,~30-50,Velocity,https://www.futurlab.co.uk,indie action,Velocity series,unknown,office,independent,Brighton indie.
Gaijin Entertainment,Europe / Israel,Budapest (Hungary),2002,~500+,War Thunder,https://gaijin.net,MMO military sim,War Thunder; Enlisted,unknown,office,private,Military vehicle MMO.
Galactic Cafe,Europe / Israel,BK,2013,small / solo,The Stanley Parable,https://www.galactic-cafe.com,indie narrative,The Stanley Parable; Ultra Deluxe,unknown,small,independent,Narrative meta-indie.
Gamechuck,Europe / Israel,Zagreb (Croatia),2018,small,indie publishing,https://gamechuck.com,publish,various regional indie,unknown,hybrid,independent,Croatian indie publisher/community.
Gameforge,Europe / Israel,Karlsruhe (Germany),2005,~300+,browser MMO publishing,https://www.gameforge.com,MMO publishing,Metin2; Ikariam; OGame,unknown,office,private,German browser/MMO.
Gameloft,Europe / Israel,Paris (France),1999,~4000+,Mobile under Vivendi,https://www.gameloft.com,mobile AAA / casual,Asphalt; Disney/Marvel licenses,unknown,mixed,Vivendi,Early mobile pioneer; global studios.
Gameloft Bucharest,Europe / Israel,Bucharest (Romania),2000,~300-500,mobile,https://www.gameloft.com,mobile,various Gameloft,unknown,office,Gameloft,Gameloft Romania campus.
Gaming Minds Studios,Europe / Israel,Gütersloh (Germany),2009,~50-100,Railway Empire; Port Royale,https://www.gaming-minds.com,sim / strategy,Railway Empire; Tropico (seasonal),unknown,office,Kalypso,German sim/strategy.
Ghost Games,Europe / Israel,Gothenburg (Sweden),2011-2020,closed / distributed,Need for Speed,https://www.ea.com,racing,Need for Speed (2015-2019 era),-,-,EA (closure),Historical EA racing studio.
Ghost Ship Games,Europe / Israel,Copenhagen (Denmark),2016,~40–80,Deep Rock Galactic,https://www.ghostship.dk,co-op FPS,Deep Rock Galactic,unknown,office,independent (Coffee Stain publishing),Dwarf-space mine co-op.
Ghost Town Games,Europe / Israel,Cambridge (UK),2014,small,Overcooked,https://www.ghosttowngames.com,co-op party,Overcooked; Overcooked 2,unknown,small,independent,Chaotic co-op kitchen.
Goodgame Studios,Europe / Israel,Hamburg (Germany),2009,~200–400 range,unknown,https://www.goodgamestudios.com,browser / mobile,Goodgame Empire,unknown,office,private,Hamburg social/strategy.
Grimlore Games,Europe / Israel,Munich (Germany),2013,~30-60,Iron Harvest,https://www.grimloregames.com,RTS,SpellForce 3; Iron Harvest,unknown,office,Embracer,German RTS.
GSC Game World,Europe / Israel,Prague / Kyiv (Ukrainian roots),1995,~300–400,S.T.A.L.K.E.R. 2,https://www.gsc-game.com,FPS / open world,S.T.A.L.K.E.R. series,unknown,Prague office (post-war relocation),independent,Ukrainian roots; production shifted to Prague.
Guerrilla Cambridge (tarihsel),Europe / Israel,Cambridge (UK),1997-2019,closed,Killzone Vita / support,https://www.guerrilla-games.com,FPS / support,Killzone: Shadow Fall support; Vita,-,-,closed (Sony),Historical Guerrilla satellite.
Haemimont Games,Europe / Israel,Sofia (Bulgaria),1997,~50-100,Tropico (old); Surviving Mars,https://www.haemimontgames.com,strategy / sim,Surviving Mars; Stranded: Alien Dawn,unknown,office,independent,Bulgarian strategy/sim.
HandyGames,Europe / Israel,Giebelstadt (Germany),2000,~100+,mobile / console publishing,https://www.handygames.com,publisher; casual,various,unknown,office,Embracer,German casual/publishing.
Hangar 13 Brighton,Europe / Israel,Brighton (UK),—,In-house Hangar 13,Mafia support,https://hangar13games.com,AAA support,Support for Mafia series,unknown,office,Take-Two / 2K,Hangar 13 UK subsidiary.
Happy Crush / not — Snowprint Studios,Europe / Israel,Stockholm (Sweden),2017,~100-200,Warhammer Tacticus,https://www.snowprintstudios.com,mobile strategy,"Warhammer 40,000: Tacticus",unknown,office,independent,Sweden mobile strategy.
Hatch Entertainment,Europe / Israel,Helsinki (Finland),2016,~50-100,cloud gaming / subscription,https://www.hatch.live,cloud / subscription,Hatch Cloud Gaming,unknown,office,private,Finland cloud gaming.
Hello Games,Europe / Israel,Guildford (UK),2008,~50 range,No Man's Sky long tail,https://hellogames.org,procedural exploration,No Man's Sky; The Last Campfire,unknown,office,independent,"Small team, big universe."
Homa Games,Europe / Israel,Paris / London,2018,~400+,hypercasual publishing,https://www.homagames.com,mobile hypercasual / hybrid,multi-title portfolio,unknown,hybrid,private,European hypercasual publishers.
Hutch,Europe / Israel,London (UK),2011,~100-200,mobile racing,https://www.hutch.io,mobile racing,F1 Clash; Top Drives,unknown,office,independent,Mobile racing/management.
Huuuge Games,Europe / Israel,Warsaw (Poland),2014,~500+,mobile casino / casual,https://huuuge.com,mobile casino,Huuuge Casino; Traffic Puzzle,unknown,office,public,Poland mobile.
Hyperstrange,Europe / Israel,Poland,2018,~20-40,indie / publishing support,https://hyperstrange.com,indie; co-dev,various indie,unknown,hybrid,independent,Poland indie/co-dev.
Iceflake Studios,Europe / Israel,Tampere (Finland),2007,~30-60,Not Pacific Drive — Surviving the Aftermath,https://iceflake.com,strategy / sim,Surviving the Aftermath; Train Sim World not a contribution,unknown,office,Paradox (acquisition),Finland strategy; Paradox.
Image & Form,Europe / Israel,Gothenburg (Sweden),1997,~30-50,SteamWorld,https://imageform.se,indie action,SteamWorld Dig; Heist; Build,unknown,office,Thunderful,SteamWorld IP.
Independent Arts Software,Europe / Israel,Hamm (Germany),1990,~50-100,port / co-dev,https://www.independentartssoftware.com,port,very port/co-dev,unknown,office,independent,German port.
InnoGames,Europe / Israel,Hamburg (Germany),2007,~400+,Modern Times Group,https://www.innogames.com,browser / mobile strategy,Forge of Empires; Tribal Wars,yes — internship (Germany),office / hybrid,MTG,Germany mobile/browser.
IO Interactive,Europe / Israel,Copenhagen (Denmark),1998,~300–400,Hitman + Project 007,https://www.ioi.dk,AAA stealth,Hitman World of Assassination,unknown,office,independent (post-Square Enix release),Danish AAA.
Iron Gate Studio,Europe / Israel,Sweden,2019,~20-40,Valheim,https://irongatestudio.se,survival sandbox,Valheim,unknown,small,independent,Valheim megahit.
ironSource,Europe / Israel,Tel Aviv (Israel),2010,~1000+,mobile meditation / game tools,https://www.is.com,mobile infrastructure / publishing tools,Aura; LevelPlay; Hypercasual publishing tools,unknown,office,Unity (acquisition 2022),Mobile game growth infrastructure.
Ironward,Europe / Israel,Ukraine / EU,2012,~30-50,Vikings ARPG,https://ironward.com,action-RPG,Vikings: Wolves of Midgard,unknown,distributed,independent,Ukrainian ARPG.
Isomorphic / Zen Studios,Europe / Israel,Budapest (Hungary),2003,~100–150,pinball / VR,https://www.zenstudios.com,pinball / casual,Zen Pinball; Pinball FX,unknown,office,Embracer,Digital pinball leader.
Ivory Tower,Europe / Israel,Lyon (France),2007,~200–300,The Crew,https://www.ivory-tower.fr,open world racing,The Crew series,unknown,office,Ubisoft,Lyon racing.
Jagex,Europe / Israel,Cambridge (UK),2001,~500+,RuneScape,https://www.jagex.com,MMORPG,RuneScape; Old School RuneScape,unknown,office,private (CVC),British MMO.
Jumpship,Europe / Israel,London / Dundee (UK),2018,~30-50,Somerville; Project C,https://jumpship.co.uk,narrative / sci-fi,Somerville,unknown,office,independent,Chris Lee (Inside/Limbo art); sci-fi narrative.
Jutsu Games,Europe / Israel,Łódź (Poland),2012,~20-40,This War of Mine DLC support / management,https://jutsugames.com,strategy / management,Not Disaster Report — Anomaly; Not Space Haven — OwnGames: Frostpunk support periods; Management,unknown,office,independent,Poland management/strategy; This War of Mine team relations.
Kalypso Media,Europe / Israel,Worms (Germany),2006,~200+ (group),publisher / strategy,https://www.kalypsomedia.com,publishing; strategy; sim,Tropico; Dungeons; Sudden Strike,unknown,mixed,private,German strategy/sim publishing.
Keen Games,Europe / Israel,Frankfurt (Germany),2005,~50-100,Portal Knights; Gothic remake,https://keengames.com,action-RPG,Portal Knights; Gothic 1 Remake,unknown,office,independent,German AA/indie.
Keen Software House,Europe / Israel,Prague (Czech Republic),2010,~50–100,Space Engineers,https://www.keenswh.com,sandbox / space sim,Space Engineers; Medieval Engineers,unknown,office,independent,VRage engine; voxel sandbox.
Keywords Studios,Europe / Israel,Dublin (Ireland),1998,~12000+,service holding,https://www.keywordsstudios.com,QA; localization; art,industry services,unknown,global,public (BK),Game services consolidator.
Kiloo,Europe / Israel,Aarhus (Denmark),2000,~100+,Subway Surfers partner,https://kiloo.com,mobile publishing / development,Subway Surfers (SYBO partner),unknown,office,private,With SYBO Subway Surfers.
King Art Games,Europe / Israel,Bremen (Germany),2000,~50-100,The Dwarves; not Iron Harvest — Expeditions support?,https://www.kingart-games.com,RPG / strategy,The Dwarves; Iron Sky; The Dive,unknown,office,independent,German RPG/AA.
King Barcelona,Europe / Israel,Barcelona (Spain),—,in King,casual development,https://king.com,mobile casual,King portfolio,unknown,office,Microsoft / Activision,King Barcelona studio.
King London,Europe / Israel,London (UK),—,in King,Candy Crush operation,https://king.com,mobile casual,Candy Crush Saga ecosystem,unknown,office,Microsoft / Activision,King London office.
King Stockholm,Europe / Israel,Stockholm (Sweden),2003 (King HQ),King central,Candy Crush,https://king.com,mobile casual,Candy Crush Saga,unknown,office,Microsoft / Activision,King headquarters.
Kwalee,Europe / Israel,Leamington Spa (UK),2011,~200+,mobile,https://www.kwalee.com,mobile hypercasual,Draw It; hybrid titles,unknown,office,independent,BK mobile.
Kylotonn,Europe / Israel,Paris (France),2002,~100-150,TT Isle of Man; WRC,https://www.kylotonn.com,racing,TT Isle of Man; WRC periodic,unknown,office,Nacon,French sim/arcade racing.
Landfall Games,Europe / Israel,Stockholm (Sweden),2017,~10-30,Totally Accurate Battle Simulator,https://landfall.se,indie physics / comedy,TABS; Clustertruck; Content Warning,unknown,small,independent,Swedish physics comedy indie.
Larian Studios,Europe / Israel,Ghent (Belgium) + global,1996,~450+,BG3 record sales,https://larian.com,CRPG,Baldur's Gate 3; Divinity: Original Sin,unknown,"multi-office (Ghent, Quebec, Kuala Lumpur…)",independent,The most visible independents in the industry post-BG3.
Lucid Games,Europe / Israel,Liverpool (UK),2011,~100-150,co-dev,https://www.lucidgames.co.uk,co-dev,various projects,unknown,office,independent,Liverpool co-dev.
Mad Head Games,Europe / Israel,Novi Sad (Serbia),2011,~100-200,HOPA / publishing,https://www.madheadgames.com,hidden object / casual,very HOPA,unknown,office,independent,Serbia casual/HOPA.
Massive Entertainment,Europe / Israel,Malmö (Sweden),1997,~600+,Avatar; The Division,https://www.massive.se,AAA live service / open world,Tom Clancy's The Division; Avatar: Frontiers of Pandora,yes — Ubisoft internship channels,office,Ubisoft,Snowdrop engine.
Mediatonic,Europe / Israel,London (UK),2005,~200-300,Fall Guys,https://mediatonicgames.com,party,Fall Guys,unknown,office,Epic Games,Fall Guys; Epic acquisition.
Melsoft,Europe / Israel,Limassol (Cyprus),2012,~200+,Family Island,https://melsoft-games.com,mobile idle,Family Island,unknown,distributed,private,Idle adventure.
MercurySteam,Europe / Israel,San Sebastián de los Reyes (Spain),2002,~150–200,unknown,https://www.mercurysteam.com,action / metroidvania,Metroid Dread; Castlevania: Lords of Shadow,unknown,office,independent,Nintendo with Metroid Dread.
Mimimi Games,Europe / Israel,Munich (Germany),2011,closed (2023),Shadow Tactics,https://mimimi.games,tactical stealth,Shadow Tactics; Desperados III; Shadow Gambit,-,-,closed,Historical German tactics.
Miniclip,Europe / Israel,Neuchâtel / London (Switzerland/UK),2001,~700+,Tencent; Masomo acquisition,https://www.miniclip.com,mobile / casual / sports,8 Ball Pool; Head Ball 2 (Masomo),unknown,mixed,Tencent,Masomo Izmir listed separately in Turkey.
Mirage Game Studios,Europe / Israel,Karlstad (Sweden),2016,~20-40,co-dev,https://miragegamestudios.com,co-dev,various THQ Nordic,unknown,office,Embracer,Sweden co-dev.
Moon Active,Europe / Israel,Tel Aviv (Israel),2011,~800+,Coin Master billions $,https://www.moonactive.com,mobile casual / social,Coin Master,unknown,office / hybrid,private,Spyke Games TR investment listed separately.
Moon Studios,Europe / Israel,Vienna (Austria),2010,~50-80,Ori,https://moongamestudios.com,metroidvania / ARPG,Ori and the Blind Forest; No Rest for the Wicked,unknown,office,independent,Austrian metroidvania.
Motion Twin,Europe / Israel,Bordeaux (France),2001,~10–20,Dead Cells,https://motion-twin.com,roguelite / action,Dead Cells,unknown,small office,worker cooperative,Cooperative ownership model; hit indie.
Movie Games,Europe / Israel,Warsaw (Poland),2016,~50-100,publishing / development,https://movie.games,publisher; AA,various Poland AA/indie,unknown,office,public (Poland),Poland publishing group.
Nacon,Europe / Israel,Lesquin / Paris (France),2019 (Bigben legacy),~1000+ (group),publishing + hardware,https://www.nacongaming.com,publishing; AA; peripheral,RoboCop; Session; various AA,unknown,mixed,public (France),French publishing/hardware group.
NaturalMotion,Europe / Israel,Oxford / London (UK),2001,~200-300,CSR Racing,https://www.naturalmotion.com,mobile,CSR Racing; Dawn of Titans,unknown,office,Zynga / Take-Two,Euphoria + mobile.
NeocoreGames,Europe / Israel,Budapest (Hungary),2005,~100+,unknown,https://www.neocoregames.com,action-RPG,Warhammer: Inquisitor; King Arthur,unknown,office,independent,Hungarian AA/ARPG.
Neon Giant,Europe / Israel,Upsala / Stockholm (Sweden),2018,~20-40,The Ascent,https://www.neongiant.se,action RPG / cyberpunk,The Ascent,unknown,office,independent (Curve publishing),Swedish isometric cyberpunk.
Next Games,Europe / Israel,Helsinki (Finland),2013,~100-150,licensed mobile,https://www.nextgames.com,mobile license,The Walking Dead games,unknown,office,Netflix,Netflix Finland.
Nexters,Europe / Israel,Limassol (Cyprus),2010,~500+,Hero Wars,https://nexters.com,mobile idle RPG,Hero Wars,unknown,distributed,private,Mobile idle revenue.
Nifflas,Europe / Israel,Sweden,—,small / solo,Knytt,https://nifflas.ni,indie platform,Knytt Underground; NightSky,unknown,solo,independent,Sweden solo indie.
Nitro Games,Europe / Israel,Kotka (Finland),2007,~50-100,service / midcore,https://www.nitrogames.com,service,various midcore,unknown,office,public,Finland game service.
No Code,Europe / Israel,Glasgow (Scotland),2015,~20-40,Still Wakes the Deep,https://www.nocode.games,indie narrative,Observation; Still Wakes the Deep,unknown,office,independent,Scottish narrative horror.
Nordeus,Europe / Israel,Belgrade (Serbia),2010,~200-400,Top Eleven,https://nordeus.com,mobile sports management,Top Eleven,unknown,office,Take-Two (acquisition),Belgrade sports management hit.
Novarama,Europe / Israel,Barcelona (Spain),2003,~50–100,unknown,https://www.novarama.com,action / multiplayer,Invizimals; The Unliving,unknown,office,independent,Barcelona studio.
One More Level,Europe / Israel,Katowice (Poland),2014,~50-100,Ghostrunner,https://www.onemorelevel.com,action / cyberpunk,Ghostrunner; Ghostrunner 2,unknown,office,independent,Poland cyberpunk action.
Other Tales Interactive,Europe / Israel,Sweden,2017,small,indie narrative,https://www.othertalesinteractive.com,indie narrative,The Journey Down,unknown,small,independent,Sweden narrative.
Outfit7,Europe / Israel,Ljubljana (Slovenia),2009,~700+,Talking Tom ecosystem,https://outfit7.com,mobile kids / casual,My Talking Tom; Talking Tom Gold Run,unknown,mixed,Zhejiang Jinke / China relationship,Character IP mobile.
